date,equipment_id,equipment_name,site,area,vibration_mm_s,bearing_temp_c,oil_pressure_bar,hours_since_service,defects_flagged,will_fail
2026-05-10,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.66,54.4,4.96,1558,1,0
2026-05-11,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.79,56.2,4.95,1572,0,0
2026-05-12,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.68,54.3,5.08,1578,0,0
2026-05-13,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.75,54.7,5.03,1592,0,0
2026-05-14,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.66,54.8,4.91,1600,0,0
2026-05-15,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.83,55.0,4.95,1609,0,0
2026-05-16,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.64,55.2,5.04,1622,0,0
2026-05-17,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.88,55.7,4.98,1630,0,0
2026-05-18,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.75,56.7,5.03,1639,0,0
2026-05-19,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.84,56.5,5.06,1651,0,0
2026-05-20,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.73,54.3,4.9,1658,0,0
2026-05-21,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.9,55.3,5.08,1667,0,0
2026-05-22,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.85,55.3,4.99,1675,0,0
2026-05-23,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.67,56.8,4.91,1682,0,0
2026-05-24,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.76,55.5,4.91,1696,0,0
2026-05-25,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.93,54.7,4.9,1704,0,0
2026-05-26,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.78,56.3,5.06,1713,0,0
2026-05-27,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.94,55.5,4.89,1722,0,0
2026-05-28,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.94,57.6,5.04,1731,0,0
2026-05-29,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.88,55.3,4.94,1745,0,0
2026-05-30,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.92,56.4,4.95,1758,0,0
2026-05-31,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.95,56.9,4.89,1767,0,0
2026-06-01,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.85,56.1,4.88,1778,0,0
2026-06-02,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.82,56.6,4.89,1784,0,0
2026-06-03,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.88,56.3,5.0,1795,1,0
2026-06-04,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.83,55.4,5.02,1805,0,0
2026-06-05,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.0,58.0,4.85,1812,0,0
2026-06-06,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.97,56.1,4.98,1822,0,0
2026-06-07,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.04,57.6,4.93,1832,1,0
2026-06-08,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.02,56.7,4.9,1838,0,0
2026-06-09,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.84,56.7,4.86,1847,0,0
2026-06-10,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.03,57.8,4.91,1854,0,0
2026-06-11,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.02,56.3,4.9,1868,1,0
2026-06-12,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.92,58.0,4.91,1879,0,0
2026-06-13,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.95,58.2,4.91,1890,1,0
2026-06-14,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.88,58.8,5.0,1902,0,0
2026-06-15,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.01,56.6,4.82,1915,0,0
2026-06-16,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.06,56.6,4.96,1928,1,0
2026-06-17,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.99,56.8,4.85,1942,0,0
2026-06-18,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.93,58.8,4.87,1950,0,0
2026-06-19,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.11,57.4,4.96,1959,0,0
2026-06-20,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.11,57.8,4.9,1969,0,0
2026-06-21,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,2.99,56.4,4.8,1976,0,0
2026-06-22,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.01,58.2,4.87,1989,0,0
2026-06-23,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.19,57.9,4.91,1999,0,0
2026-06-24,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.06,57.2,4.89,2011,0,0
2026-06-25,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.11,57.9,4.95,2020,0,0
2026-06-26,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.11,58.8,4.77,2029,0,0
2026-06-27,EQ-CMP-01,Air Compressor C-5,Debari Zinc,Maintenance Workshop,3.0,58.0,4.9,2043,0,0
2026-03-30,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.22,45.8,5.48,1151,1,0
2026-03-31,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.3,47.5,5.5,1158,0,0
2026-04-01,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.41,47.4,5.43,1166,2,0
2026-04-02,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.46,48.3,5.42,1173,1,0
2026-04-03,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.59,47.9,5.45,1187,0,0
2026-04-04,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.78,49.9,5.41,1194,1,0
2026-04-05,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.63,51.0,5.39,1203,2,0
2026-04-06,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.84,52.3,5.27,1212,1,0
2026-04-07,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.82,52.6,5.3,1220,1,0
2026-04-08,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,2.98,52.6,5.26,1234,2,0
2026-04-09,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.0,52.4,5.1,1245,3,0
2026-04-10,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.25,53.0,5.19,1251,3,0
2026-04-11,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.32,55.7,5.05,1265,0,0
2026-04-12,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.3,53.8,5.06,1277,0,0
2026-04-13,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.41,56.1,5.14,1288,1,0
2026-04-14,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.4,57.6,5.02,1302,2,0
2026-04-15,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.78,56.2,5.02,1309,1,0
2026-04-16,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.75,56.4,4.94,1319,2,0
2026-04-17,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.72,59.1,5.02,1332,2,0
2026-04-18,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,3.93,59.9,4.9,1344,2,0
2026-04-19,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.07,59.3,4.81,1358,1,0
2026-04-20,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.15,61.0,4.77,1370,2,0
2026-04-21,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.01,61.1,4.88,1376,2,0
2026-04-22,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.1,62.1,4.82,1385,2,0
2026-04-23,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.26,63.2,4.67,1393,2,0
2026-04-24,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.54,62.3,4.76,1406,2,0
2026-04-25,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.38,63.7,4.65,1418,0,0
2026-04-26,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.42,64.2,4.69,1428,2,0
2026-04-27,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.58,65.1,4.58,1440,3,0
2026-04-28,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.8,65.0,4.63,1446,2,0
2026-04-29,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.82,67.9,4.6,1457,2,0
2026-04-30,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.78,68.4,4.58,1464,3,0
2026-05-01,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,4.98,67.2,4.53,1475,2,0
2026-05-02,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.14,69.1,4.5,1484,2,0
2026-05-03,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.21,69.9,4.42,1492,2,0
2026-05-04,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.18,70.3,4.44,1500,1,0
2026-05-05,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.46,70.4,4.33,1507,3,0
2026-05-06,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.52,70.6,4.24,1521,2,0
2026-05-07,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.48,73.2,4.29,1528,2,0
2026-05-08,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.69,72.1,4.15,1540,2,0
2026-05-09,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.68,72.2,4.23,1552,1,0
2026-05-10,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.67,73.7,4.18,1561,3,0
2026-05-11,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.87,73.9,4.05,1569,1,0
2026-05-12,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.05,75.3,4.16,1576,2,0
2026-05-13,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.98,75.5,4.01,1585,2,0
2026-05-14,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,5.97,77.6,3.91,1591,3,0
2026-05-15,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.22,79.0,4.02,1604,3,0
2026-05-16,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.24,79.4,4.04,1613,1,0
2026-05-17,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.23,78.5,3.87,1620,2,0
2026-05-18,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.55,80.9,3.77,1627,1,0
2026-05-19,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.63,79.9,3.86,1640,2,0
2026-05-20,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.66,82.3,3.76,1651,0,0
2026-05-21,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.76,80.8,3.76,1658,1,0
2026-05-22,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.78,82.8,3.77,1665,2,0
2026-05-23,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,6.77,83.1,3.71,1679,3,0
2026-05-24,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.06,85.2,3.76,1692,3,0
2026-05-25,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.09,83.6,3.57,1699,2,0
2026-05-26,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.26,84.5,3.57,1709,3,0
2026-05-27,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.34,84.6,3.49,1723,1,0
2026-05-28,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.25,85.6,3.54,1730,1,0
2026-05-29,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.46,86.7,3.52,1744,2,0
2026-05-30,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.4,87.2,3.38,1755,0,1
2026-05-31,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.44,88.1,3.49,1767,3,1
2026-06-01,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.65,90.2,3.49,1778,0,1
2026-06-02,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.62,90.3,3.37,1785,3,1
2026-06-03,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.71,91.8,3.39,1798,2,1
2026-06-04,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.97,92.2,3.35,1804,2,1
2026-06-05,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,7.87,93.4,3.29,1817,2,1
2026-06-06,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.21,91.2,3.28,1825,1,1
2026-06-07,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.25,93.9,3.09,1833,1,1
2026-06-08,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.34,95.2,3.08,1839,2,1
2026-06-09,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.47,95.4,3.09,1853,1,1
2026-06-10,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.47,95.4,3.0,1864,1,1
2026-06-11,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.6,96.6,3.04,1872,3,1
2026-06-12,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.7,95.8,3.07,1881,1,1
2026-06-13,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.69,97.9,3.08,1889,1,1
2026-06-14,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.65,96.7,2.92,1902,2,1
2026-06-15,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.88,99.0,3.0,1914,3,1
2026-06-16,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.87,99.7,2.81,1926,0,1
2026-06-17,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.89,100.0,2.91,1938,2,1
2026-06-18,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,8.98,99.5,2.81,1952,2,1
2026-06-19,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.18,102.0,2.69,1960,1,1
2026-06-20,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.21,101.0,2.7,1974,2,1
2026-06-21,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.37,102.9,2.77,1987,2,0
2026-06-22,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.53,104.0,2.72,1996,1,0
2026-06-23,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.55,103.2,2.65,2007,3,0
2026-06-24,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.51,105.1,2.67,2013,3,0
2026-06-25,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.83,104.6,2.66,2019,2,0
2026-06-26,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,9.9,105.6,2.54,2027,2,0
2026-06-27,EQ-DMP-01,Haul Dumper HD-21,Rampura Agucha Mine,Crusher Plant,10.01,106.5,2.51,2036,1,0
2026-03-30,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.68,47.6,4.75,1342,0,0
2026-03-31,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.84,48.4,4.59,1352,0,0
2026-04-01,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.69,49.6,4.61,1361,0,0
2026-04-02,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.84,48.7,4.69,1372,1,0
2026-04-03,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.93,48.9,4.53,1379,0,0
2026-04-04,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.83,51.9,4.64,1387,1,0
2026-04-05,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,2.98,52.5,4.53,1394,1,0
2026-04-06,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.19,51.9,4.59,1401,0,0
2026-04-07,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.15,52.4,4.59,1409,1,0
2026-04-08,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.29,53.1,4.54,1423,0,0
2026-04-09,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.14,51.6,4.46,1431,1,0
2026-04-10,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.25,54.8,4.47,1442,1,0
2026-04-11,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.44,53.0,4.51,1455,1,0
2026-04-12,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.57,55.6,4.45,1465,2,0
2026-04-13,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.58,56.0,4.39,1472,1,0
2026-04-14,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.42,56.1,4.35,1485,1,0
2026-04-15,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.67,57.2,4.25,1498,0,0
2026-04-16,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.73,56.1,4.32,1504,0,0
2026-04-17,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.66,57.6,4.36,1518,2,0
2026-04-18,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.7,58.6,4.3,1527,3,0
2026-04-19,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.81,56.5,4.22,1535,2,0
2026-04-20,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.84,58.4,4.25,1542,3,0
2026-04-21,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,3.82,59.2,4.15,1552,1,0
2026-04-22,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.15,60.6,4.23,1565,3,0
2026-04-23,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.03,58.6,4.1,1573,3,0
2026-04-24,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.06,60.3,4.18,1585,3,0
2026-04-25,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.26,59.9,4.06,1595,2,0
2026-04-26,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.2,62.6,4.09,1608,3,0
2026-04-27,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.29,62.8,3.97,1617,3,0
2026-04-28,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.34,60.7,4.04,1630,1,0
2026-04-29,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.45,62.6,4.02,1638,1,0
2026-04-30,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.51,64.4,4.03,1650,1,0
2026-05-01,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.46,63.1,3.84,1659,2,0
2026-05-02,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.66,62.6,3.91,1669,2,0
2026-05-03,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.59,64.6,3.84,1676,1,0
2026-05-04,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.85,64.1,3.9,1683,2,0
2026-05-05,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.96,65.8,3.87,1692,3,0
2026-05-06,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.78,64.9,3.72,1701,3,0
2026-05-07,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.87,66.8,3.74,1712,3,0
2026-05-08,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.86,65.8,3.74,1723,1,0
2026-05-09,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.96,65.9,3.77,1734,2,0
2026-05-10,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,4.99,66.9,3.81,1745,2,0
2026-05-11,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.23,69.2,3.62,1756,1,0
2026-05-12,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.24,68.5,3.7,1765,3,0
2026-05-13,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.33,69.6,3.55,1774,3,0
2026-05-14,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.48,70.2,3.58,1787,1,0
2026-05-15,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.28,69.4,3.61,1797,0,0
2026-05-16,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.49,70.3,3.55,1804,2,0
2026-05-17,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.66,71.2,3.46,1814,2,0
2026-05-18,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.61,72.6,3.57,1826,3,0
2026-05-19,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.52,72.0,3.5,1840,2,0
2026-05-20,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.62,71.7,3.42,1846,1,0
2026-05-21,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.83,73.2,3.42,1855,3,0
2026-05-22,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.75,73.7,3.39,1863,2,0
2026-05-23,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.0,72.8,3.5,1872,3,0
2026-05-24,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.98,74.2,3.3,1886,2,1
2026-05-25,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.95,76.5,3.38,1892,1,1
2026-05-26,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,5.97,77.0,3.34,1899,0,1
2026-05-27,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.06,76.4,3.33,1908,2,1
2026-05-28,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.22,77.4,3.34,1916,2,1
2026-05-29,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.15,76.9,3.26,1929,2,1
2026-05-30,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.31,78.2,3.27,1935,1,1
2026-05-31,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.43,77.0,3.14,1947,1,1
2026-06-01,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.31,78.5,3.24,1953,2,1
2026-06-02,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.59,79.7,3.2,1959,2,1
2026-06-03,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.68,79.7,3.2,1965,1,1
2026-06-04,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.56,80.5,3.06,1978,0,1
2026-06-05,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.61,80.3,3.04,1992,1,1
2026-06-06,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.83,79.6,3.03,2006,2,1
2026-06-07,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.71,80.5,3.02,2017,1,1
2026-06-08,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,6.82,82.9,3.09,2024,2,1
2026-06-09,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.05,81.6,2.91,2035,1,1
2026-06-10,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.09,83.1,2.91,2049,3,1
2026-06-11,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.15,83.8,2.98,2059,2,1
2026-06-12,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.14,85.0,2.99,2066,0,1
2026-06-13,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.23,83.1,2.83,2079,1,1
